user,connection_id,connection_name,screen_name,status_count,date_created,,
seekme_94,70612843,Jibran Jamshad,jibranjamshad,3861,01-09-09,,
seekme_94,122453931,Imran Khan,ImranKhanPTI,3050,13-03-10,,
seekme_94,50393960,Bill Gates,BillGates,1838,25-06-09,,
seekme_94,475701331,Omar Ahmed,_OmarAhmed,6,27-01-12,,
seekme_94,155139160,Syed Zada,XyedZada,7068,13-06-10,,
seekme_94,199686019,Ghazanfar Ali,ghazanfarali006,265,07-10-10,,
seekme_94,15492359,TED Talks,TEDTalks,11299,19-07-08,,
seekme_94,33838201,Google Research,googleresearch,737,21-04-09,,
seekme_94,86214906,Faisal Khan,faisalinux,1641,30-10-09,,
seekme_94,277071665,Vi Hart,vihartvihart,5750,04-04-11,,
sana_ibrm,358137010,Jas Sanghera CBE,Jas_Sanghera_KN,5609,19-08-11,,
sana_ibrm,19290985,Reprieve,Reprieve,11310,21-01-09,,
sana_ibrm,105433016,Shirin Ebadi,shirin_ebadi,1,16-01-10,,
sana_ibrm,761150862,Saimo Chahal,SaimoChahal,22,16-08-12,,
sana_ibrm,282258633,HRLA,HumanRightsLawA,2141,15-04-11,,
sana_ibrm,262856460,Reza Aslan,rezaaslan,28646,09-03-11,,
sana_ibrm,4970411,Al Jazeera English,AJEnglish,144862,17-04-07,,
sana_ibrm,374268208,Noam Chomsky,daily_chomsky,1969,16-09-11,,
sana_ibrm,16153562,AmnestyInternational,amnesty,14190,06-09-08,,
sana_ibrm,180427697,Bindmans LLP,BindmansLLP,1691,19-08-10,,
sana_ibrm,583648901,Hani Taha,u_hani_taha,9996,18-05-12,,
sana_ibrm,255117773,Asma Jahangir,Asma_Jahangir,249,20-02-11,,
sana_ibrm,23688326,Saadullah Khan,SaadullahKhan,4503,11-03-09,,
sana_ibrm,84352985,fatima bhutto,fbhutto,1789,22-10-09,,
sana_ibrm,46242241,Kavita N. Ramdas,kramdas,6466,11-06-09,,
sana_ibrm,1670682720,Frank Fitzgerald,thefrankthe,17,14-08-13,,
sana_ibrm,2801972758,HeatherElizabethAmor,HeathElizAmor,981,03-10-14,,
sana_ibrm,242012255,Nõnchalãnt Khan,nonchalant_khan,315,23-01-11,,
sana_ibrm,532236735,Young Roots,weareyoungroots,801,21-03-12,,
sana_ibrm,62874811,Charles Horton,cghorton,8388,04-08-09,,
sana_ibrm,105812870,Bea,BeaHockton,81,17-01-10,,
sana_ibrm,2308547552,Sahar Aman,sahar_aman,679,24-01-14,,
sana_ibrm,26372082,Ahmed Omar,ahmedomaronline,2449,25-03-09,,
Snowden,2248872301,NSA/CSS,NSAGov,875,16-12-13,,
MurwaBhatti,250084070,Best of Sagittarius,BestSagittarius,15566,10-02-11,,
MurwaBhatti,750840786,Sagittarius™,Sagittarius_ht,17095,11-08-12,,
MurwaBhatti,342954844,Sagittarius Zodiac ?,TrueSagittarian,2186,27-07-11,,
MurwaBhatti,566880950,NoOne©,Aaliyan_,55865,30-04-12,,
MurwaBhatti,1071629592,M.K.P. (Nema Veze),Valawenel,2538,08-01-13,,
MurwaBhatti,292210285,salma,salma1140,0,03-05-11,,
MurwaBhatti,3271314739,Emaan Khan,emaankhan2001,0,08-07-15,,
MurwaBhatti,150638158,Muhammad Mustafa,mmustafa23,316,01-06-10,,
MurwaBhatti,32621370,BONES,BONESonFOX,21766,18-04-09,,
MurwaBhatti,2233154425,Stephen King,StephenKing,836,06-12-13,,
MurwaBhatti,69416504,Kathy Reichs,KathyReichs,15953,28-08-09,,
MurwaBhatti,182441611,James Patterson,JP_Books,2953,24-08-10,,
MurwaBhatti,188006067,Patricia Cornwell,1pcornwell,10715,07-09-10,,
MurwaBhatti,480520254,Matt Johnson,Matt_Johnson_UK,53416,01-02-12,,
MurwaBhatti,296622212,Samantha N. Olson,SnoWrite124,4041,11-05-11,,
MurwaBhatti,118961995,Fahad Yousaf,fahadyo,733,02-03-10,,
MurwaBhatti,63381278,Saberowski,usmansaber,128,06-08-09,,
MurwaBhatti,74685138,Hammad Kabir,hammad_kabir,36,16-09-09,,
MurwaBhatti,1334518693,Usman Khalid ,osmankhalid79,178,07-04-13,,
MurwaBhatti,334811708,IDEAS,ideaspak,1115,13-07-11,,
MurwaBhatti,315460947,Larry Kelter,LarryKelter,2776,12-06-11,,
MurwaBhatti,27877874,Lee Child,LeeChildReacher,777,31-03-09,,
MurwaBhatti,817845968,Dan Brown,AuthorDanBrown,334,11-09-12,,
MurwaBhatti,15439395,Stephen Fry,stephenfry,21487,15-07-08,,
MurwaBhatti,18055737,John Green,johngreen,27037,11-12-08,,
MurwaBhatti,14360757,Penguin Random House,penguinrandom,25112,11-04-08,,
MurwaBhatti,35463572,Aamir Altaf,aamiraltaf,10237,26-04-09,,
MurwaBhatti,452830010,Asad Umar,Asad_Umar,9561,02-01-12,,
MurwaBhatti,128137791,Sajjad Kirmani,Sajjadkirmani,1070,31-03-10,,
MurwaBhatti,5988062,The Economist,TheEconomist,50334,12-05-07,,
MurwaBhatti,57334908,SG. ,sarwangul,1261,16-07-09,,
MurwaBhatti,621257378,Mahvash Murad,MahvashMurad,124,29-06-12,,
MurwaBhatti,28543638,Ali Habib,ali_habib,77,03-04-09,,
MurwaBhatti,8352982,Badar Khushnood,badar76,2045,22-08-07,,
MurwaBhatti,3270836066,Fatima Ibrahim,fatibrahim16ju,1,07-07-15,,
MurwaBhatti,427475002,Twitter Books,TwitterBooks,804,03-12-11,,
MurwaBhatti,326359913,CHANEL,CHANEL,1136,30-06-11,,
MurwaBhatti,5520952,Paulo Coelho,paulocoelho,29912,26-04-07,,
MurwaBhatti,783214,Twitter,twitter,2197,20-02-07,,
MurwaBhatti,65525881,Adobe Photoshop,Photoshop,3357,14-08-09,,
MurwaBhatti,30973,Starbucks Coffee,Starbucks,55421,30-11-06,,
MurwaBhatti,7144422,Lifehacker,lifehacker,38331,29-06-07,,
MurwaBhatti,50393960,Bill Gates,BillGates,1839,25-06-09,,
MurwaBhatti,136361303,Vogue Magazine,voguemagazine,31978,23-04-10,,
MurwaBhatti,19562228,Russell Brand,rustyrockets,8031,27-01-09,,
MurwaBhatti,16193578,Victoria's Secret,VictoriasSecret,105544,09-09-08,,
MurwaBhatti,15898172,goodreads,goodreads,14844,19-08-08,,
MurwaBhatti,5402612,BBC Breaking News,BBCBreaking,26138,22-04-07,,
MurwaBhatti,25087685,Women's Health,WomensHealthMag,49125,18-03-09,,
MurwaBhatti,14399483,H&M,hm,9248,15-04-08,,
MurwaBhatti,20710809,Food Network,FoodNetwork,32831,13-02-09,,
MurwaBhatti,283377834,Waseem Bukhari ,WaseemBokhari,642,17-04-11,,
MurwaBhatti,223080656,Sana Bucha,sanabucha,2090,05-12-10,,
MurwaBhatti,803050964,Graham mackay,grahammackay85,85,05-09-12,,
MurwaBhatti,297169759,Samsung Mobile,SamsungMobile,3709,12-05-11,,
MurwaBhatti,56684254,Burhan Rasool,BurhanRasool,3576,14-07-09,,
MurwaBhatti,850390999,Umer Javed,umerjavedpk,132,28-09-12,,
MurwaBhatti,562252321,IdeasGuild,IdeasGuild,301,24-04-12,,
MurwaBhatti,89856776,Sadaf Zafar,sadafzafar,8,14-11-09,,
MurwaBhatti,86214906,Faisal Khan,faisalinux,1642,30-10-09,,
MurwaBhatti,140379964,Anwar Kabir,Anwarkabir,725,05-05-10,,
MurwaBhatti,29953731,CHP Consulting,CHPConsulting,455,09-04-09,,
MurwaBhatti,246367645,Bilal Bhatti,bibhatti,290,02-02-11,,
MurwaBhatti,102737210,NetSol Careers,nscareers,1,07-01-10,,
MurwaBhatti,224365212,NetSol Technologies,NetSolNA,1,09-12-10,,
MurwaBhatti,334652616,Web.com Careers,WebcomCareers,1594,13-07-11,,
MurwaBhatti,67702370,NetSol Technologies,NetSolTech,16405,22-08-09,,
MurwaBhatti,122453931,Imran Khan,ImranKhanPTI,3052,13-03-10,,
MurwaBhatti,18139619,Pepsi™,pepsi,28443,15-12-08,,
MurwaBhatti,350755968,Zarmeena Hasan,Zh1112,3,08-08-11,,
MurwaBhatti,420081573,Ahsan Malik,AhsanMalik13,2062,24-11-11,,
Gabeecho,19397785,Oprah Winfrey,Oprah,10869,23-01-09,,
Gabeecho,17154954,Healthcare IT News,HealthITNews,27840,04-11-08,,
Gabeecho,17419608,Intel Health,IntelHealth,7596,16-11-08,,
Gabeecho,418592366,Archimedes,HibaNomem,12795,22-11-11,,
Gabeecho,29203679,Blasphemy Rights Day,BlasphemyDay,1066,06-04-09,,
Gabeecho,3318320665,GulalaMamoon,GulalaMamoon,1,18-08-15,,
Gabeecho,163283674,Suburban Physician,BurbDoc,33331,06-07-10,,
Gabeecho,2698849998,nidameyer,nida_meyer,552,01-08-14,,
Gabeecho,3392299104,Aunty Pakistan ,AuntyPakistan,853,30-08-15,,
Gabeecho,1650012038,Al-Mashhoor Rex,Kalashinfolk,8112,06-08-13,,
Gabeecho,1126607935,OpRohingya,OpRohingya,18875,28-01-13,,
Gabeecho,28543638,Ali Habib,ali_habib,77,03-04-09,,
Gabeecho,258498441,Breaking the Silence,BtSIsrael,1163,28-02-11,,
Gabeecho,116768508,Elif ?afak / Shafak,Elif_Safak,12608,23-02-10,,
Gabeecho,49432303,Dr. Yasir Qadhi,YasirQadhi,1975,22-06-09,,
Gabeecho,15164565,Slate,Slate,170089,19-06-08,,
Gabeecho,25541932,Justin Fenton,justin_fenton,49429,20-03-09,,
Gabeecho,341191272,Muslims Are Coming!,MuslimsRComing,17744,24-07-11,,
Gabeecho,18320938,Dean Obeidallah,Deanofcomedy,47374,23-12-08,,
Gabeecho,15420484,Glen Coco,MrPooni,19736,14-07-08,,
Gabeecho,18510860,Mother Jones,MotherJones,127365,31-12-08,,
Gabeecho,112479899,The Good Men Project,GoodMenProject,125188,08-02-10,,
Gabeecho,46024387,Just Eat It,JustEatItFilm,7074,10-06-09,,
Gabeecho,360046324,Girls Not Brides,GirlsNotBrides,8999,22-08-11,,
Gabeecho,27648752,Women Deliver,WomenDeliver,11705,30-03-09,,
Gabeecho,323954578,Mark Anderson,MarkC_Anderson,3134,25-06-11,,
Gabeecho,408714760,CampaignDentalHealth,ILikeMyTeeth,2361,10-11-11,,
Gabeecho,1535110142,The Daily Reminder,TDR_Network,1823,21-06-13,,
Gabeecho,104283546,Ghazala Wadood,gwadood,2,13-01-10,,
Gabeecho,131914221,Virgo Virgo,virrrgo,18175,11-04-10,,
Gabeecho,19562228,Russell Brand,rustyrockets,8031,27-01-09,,
Gabeecho,788524,Guardian news,guardiannews,94759,22-02-07,,
Gabeecho,16343974,The Telegraph,Telegraph,227677,18-09-08,,
Gabeecho,16973333,The Independent,Independent,268156,26-10-08,,
Gabeecho,284073198,The Hague Institute,HagueInstitute,5268,18-04-11,,
Gabeecho,5520952,Paulo Coelho,paulocoelho,29912,26-04-07,,
Gabeecho,763756,Quote Catalog,qc,2310,11-02-07,,
Gabeecho,471485824,Salman khan,salman2jz4lyf,325,23-01-12,,
Gabeecho,216299334,Piers Morgan,piersmorgan,71205,16-11-10,,
Gabeecho,141255641,Tariq Ramadan,TariqRamadan,6756,07-05-10,,
Gabeecho,24854898,Sana Saeed,SanaSaeed,53204,17-03-09,,
Gabeecho,883619466,omid safi,ostadjaan,3644,16-10-12,,
Gabeecho,707512656,NPR Goats & Soda,nprGlobalHealth,9319,20-07-12,,
Gabeecho,160534735,PSI,PSIimpact,16472,28-06-10,,
Gabeecho,84352985,fatima bhutto,fbhutto,1789,22-10-09,,
Gabeecho,540220493,Adil Haider,AdilHaiderMD,841,30-03-12,,
Gabeecho,37291805,Frank Bruni,FrankBruni,4263,03-05-09,,
Gabeecho,59949396,Anna Kendrick,AnnaKendrick47,1781,25-07-09,,
Gabeecho,1548317628,Luís Figo,LuisFigo,886,26-06-13,,
Gabeecho,16219269,Arsalan Iftikhar™,TheMuslimGuy,6585,10-09-08,,
Gabeecho,5695632,BuzzFeed,BuzzFeed,135424,02-05-07,,
Gabeecho,209085327,UNHCR genderequality,refugee_gender,1065,28-10-10,,
Gabeecho,2994761731,Jehan Ahmed,jehanaminahmed,39,24-01-15,,
Gabeecho,251816453,theconsciousmuslim,t_c_muslim,20709,14-02-11,,
Gabeecho,7212562,Southwest Airlines,SouthwestAir,128275,03-07-07,,
Gabeecho,27187343,Linda Sarsour,lsarsour,69729,28-03-09,,
Gabeecho,2263188248,????????????,TheLadyInBlackk,1836,26-12-13,,
Gabeecho,982981290,Slave of All?h,Deen0verDunyaa,2259,01-12-12,,
Gabeecho,48056150,Marta - Aishah,MartaMimoRevert,114710,18-06-09,,
Gabeecho,108058662,Muslim Writers Guild,Muslim_Writers,3693,24-01-10,,
Gabeecho,362895183,The Muslim Times,The_MuslimTimes,21177,27-08-11,,
Gabeecho,16076032,Glenn Greenwald,ggreenwald,63566,01-09-08,,
Gabeecho,204832963,God,TheTweetOfGod,10068,19-10-10,,
Gabeecho,1542533869,banksy,thereaIbanksy,57,24-06-13,,
Gabeecho,507637228,Zarlasht Faisal,ZarlashtFaisal,41116,28-02-12,,
Gabeecho,85583894,Qasim Rashid, Esq.,MuslimIQ,64348,27-10-09,
Gabeecho,778057,Andy Carvin,acarvin,197956,18-02-07,,
Gabeecho,650903,Hisham Rana, MD,hrana,107526,17-01-07,
Gabeecho,1535904889,A Feminist Man,afeministman,659,21-06-13,,
Gabeecho,1158918746,Chime For Change,ChimeforChange,4487,08-02-13,,
Gabeecho,20737755,Kashif N Chaudhry,KashifMD,32037,13-02-09,,
Gabeecho,19912781,Remi Kanazi,Remroum,47967,02-02-09,,
Gabeecho,130557513,Mehdi Hasan,mehdirhasan,78791,07-04-10,,
Gabeecho,391037985,Tom Hiddleston,twhiddleston,2576,15-10-11,,
Gabeecho,21024838,Danneel HarrisAckles,DanneelHarris,2076,17-02-09,,
Gabeecho,30282704,Mark Sheppard,Mark_Sheppard,4336,10-04-09,,
Gabeecho,1205974434,Supernatural,cw_spn,4362,22-02-13,,
Gabeecho,311663105,Genevieve Padalecki,realGpad,384,06-06-11,,
Gabeecho,2743113943,Jensen Ackles,JensenAckles,217,19-08-14,,
Gabeecho,242651047,MademoiselleSmirnoff,LifeofSigh,104174,25-01-11,,
Gabeecho,245326395,Jibran Nasir,MJibranNasir,10112,31-01-11,,
Gabeecho,320880016,Rebecca Abraham,becky_abraham,4,20-06-11,,
Gabeecho,2330330082,Andrea Pirlo,Pirlo_official,102,06-02-14,,
Gabeecho,15644999,Molly Crabapple,mollycrabapple,46684,29-07-08,,
Gabeecho,23588075,Ayman Mohyeldin,AymanM,7298,10-03-09,,
Gabeecho,346043998,JHU Global mHealth,JHUmHealth,1264,31-07-11,,
Gabeecho,553947780,Paola Santacruz,PSantacruzO,730,15-04-12,,
Gabeecho,282434972,Fayez Jawed,mfayezj,1423,15-04-11,,
Gabeecho,1024109420,Mamoon Rashid,Mamoongulala,20,20-12-12,,
Gabeecho,1559534142,Caiyun Liao,CaiyunLiao,15,01-07-13,,
Gabeecho,33200170,Euceph Ahmed,euceph,3,19-04-09,,
Gabeecho,1614111074,Yasir Shah,shahy1980,26,23-07-13,,
Gabeecho,16461331,Saad Siddiqui,saadsiddiqui,1628,26-09-08,,
Gabeecho,2280614198,IRD,IRDGlobal,5,07-01-14,,
Gabeecho,627965928,Anooj Pattnaik,AnoojPattnaik,6,06-07-12,,
Gabeecho,50261749,Usman Siddiqui,TheReadersClub,1062,24-06-09,,
Gabeecho,87818409,The Guardian ,guardian,189497,06-11-09,,
Gabeecho,46339623,Free Gaza Movement,freegazaorg,25325,11-06-09,,
Gabeecho,15947602,Change.org,Change,21244,22-08-08,,
Gabeecho,440855627,Daniel Dalton,wordsbydan,18704,19-12-11,,
Gabeecho,27295244,Sloan Kettering,sloan_kettering,6861,29-03-09,,
Gabeecho,262856460,Reza Aslan,rezaaslan,28654,09-03-11,,
Gabeecho,54641489,Mount Sinai NYC,MountSinaiNYC,16125,08-07-09,,
Gabeecho,14592723,Mayo Clinic,MayoClinic,25787,30-04-08,,
Gabeecho,101434227,???? ???????,KhalidAlAmeri,26677,03-01-10,,
Gabeecho,16153562,AmnestyInternational,amnesty,14192,06-09-08,,
Gabeecho,14700316,Human Rights Watch,hrw,38349,08-05-08,,
Gabeecho,14159148,United Nations,UN,40290,17-03-08,,
Gabeecho,20596281,UN Development,UNDP,39449,11-02-09,,
Gabeecho,51241574,The Associated Press,AP,122490,27-06-09,,
Gabeecho,759251,CNN,CNN,69095,09-02-07,,
Gabeecho,39511166,UN Foundation,unfoundation,30079,12-05-09,,
Gabeecho,18170896,Dr. Sanjay Gupta,drsanjaygupta,3650,17-12-08,,
Gabeecho,233364902,Atul Gawande,Atul_Gawande,2942,03-01-11,,
Gabeecho,361486440,J-PAL,JPAL_Global,2198,25-08-11,,
Gabeecho,832155475,TraveDoc,TraveDoc,743,19-09-12,,
Gabeecho,1584397260,Michael Gregory King,MichaelKingDVM,126,11-07-13,,
Gabeecho,161801527,Melinda Gates,melindagates,1665,02-07-10,,
Gabeecho,57424918,Jaya Gupta,Jayagups,860,17-07-09,,
Gabeecho,75069067,Clinton Foundation,ClintonFdn,5145,17-09-09,,
Gabeecho,3355281,Brigham and Women's ,BrighamWomens,4204,04-04-07,,
Gabeecho,921657434,Dr. Joia Mukherjee,JoiaMukherjee,820,03-11-12,,
Gabeecho,1555893530,Justine Price,JP_Epi,1218,29-06-13,,
Gabeecho,18206562,RobertCJameson,RobertCJameson,95,18-12-08,,
Gabeecho,95223853,NIDCR@NIH,NIDCR,2308,07-12-09,,
Gabeecho,288507488,J-B Public Health,jbpubhealth,857,27-04-11,,
Gabeecho,175075708,The Truth on Health,Truthonhealth,2750,05-08-10,,
Gabeecho,19462097,Brett Keller,brettkeller,17693,25-01-09,,
Gabeecho,223554780,CHAI,ClintonHealth,471,06-12-10,,
Gabeecho,125944392,The Express Tribune,etribune,196586,24-03-10,,
Gabeecho,17772209,Bilal Musharraf,Platonist_BM,72,01-12-08,,
Gabeecho,1549906626,Rishi Desai,RishiDesaiMD,266,27-06-13,,
Gabeecho,16689804,Khan Academy,khanacademy,1453,11-10-08,,
Gabeecho,72843097,LSHTM press,LSHTMpress,4670,09-09-09,,
Gabeecho,237930644,Julia Roberts,JuliaRoberts,0,14-01-11,,
Gabeecho,18491026,UW Global Health,uwghrc,3230,31-12-08,,
Gabeecho,97219875,Gavi,gavi,11454,16-12-09,,
Gabeecho,14441010,Johns Hopkins,JohnsHopkins,22851,19-04-08,,
Gabeecho,152866991,USAID Global Health,USAIDGH,22391,07-06-10,,
Gabeecho,486035392,CPWH,TheCPWH,599,08-02-12,,
Gabeecho,169021842,Global Development,GdnDevelopment,20061,21-07-10,,
Gabeecho,16012783,The Daily Beast,thedailybeast,136962,27-08-08,,
Gabeecho,34673698,The Hunger Project,HungerProject,8384,23-04-09,,
Gabeecho,15918924,Friends of UNFPA,FriendsofUNFPA,4512,20-08-08,,
Gabeecho,114416213,WASH United,WASHUnited,6371,15-02-10,,
Gabeecho,12819112,PLOS,PLOS,10449,29-01-08,,
Gabeecho,18446082,GlobeMed,GlobeMed,4926,29-12-08,,
Gabeecho,15566901,Health magazine,goodhealth,28612,23-07-08,,
Gabeecho,38489678,JAMA,JAMA_current,13536,08-05-09,,
Gabeecho,282282694,Gates Health,gateshealth,2685,15-04-11,,
Gabeecho,594655984,Emory Public Health,EmoryRollins,489,30-05-12,,
Gabeecho,6653022,UW Public Health,uwsph,5350,08-06-07,,
Gabeecho,86964484,YaleSPH,YaleSPH,4458,02-11-09,,
Gabeecho,68999404,CGI,ClintonGlobal,5508,26-08-09,,
Gabeecho,24236494,Cleveland Clinic,ClevelandClinic,27547,14-03-09,,
Gabeecho,312254799,Gates Poverty,gatespoverty,1948,07-06-11,,
Gabeecho,27103822,U. of Washington,UW,9231,28-03-09,,
Gabeecho,10297,Beth Kanter,kanter,46332,24-10-06,,
Gabeecho,1726635091,GlobalHealthQuality,HarvardHIGHQ,695,04-09-13,,
Gabeecho,1091015594,wearepublichealth,weRpublichealth,19,15-01-13,,
Gabeecho,21676073,John Snow, Inc,JSIhealth,14791,23-02-09,
Gabeecho,479014920,Mike Klag,MikeKlag,815,31-01-12,,
Gabeecho,1877831,New York Times World,nytimesworld,128867,22-03-07,,
Gabeecho,1769551,NYT Health,NYTHealth,26606,21-03-07,,
Gabeecho,621543,BBC Health News,bbchealth,20799,10-01-07,,
Gabeecho,6794502,APHA,PublicHealth,9647,13-06-07,,
Gabeecho,19658936,CDC Emergency,CDCemergency,4146,28-01-09,,
Gabeecho,1330457336,Bill Clinton,billclinton,359,06-04-13,,
Gabeecho,1587458844,Annie Voskertchian,Annie_Voski,96,12-07-13,,
Gabeecho,22708797,Harvard Health,HarvardHealth,2890,04-03-09,,
Gabeecho,1339835893,Hillary Clinton,HillaryClinton,2325,09-04-13,,
Gabeecho,357648167,CDC Global Health,CDCGlobal,10541,18-08-11,,
Gabeecho,80052851,UNITAID,UNITAID,2995,05-10-09,,
Gabeecho,27860681,World Bank,WorldBank,24070,31-03-09,,
Gabeecho,2097571,CNN International,cnni,85332,24-03-07,,
Gabeecho,16664681,Los Angeles Times,latimes,118559,09-10-08,,
Gabeecho,14800270,Harvard Biz Review,HarvardBiz,36575,16-05-08,,
Gabeecho,2884771,Newsweek,Newsweek,55980,30-03-07,,
Gabeecho,15587500,CDC_eHealth,CDC_eHealth,4459,25-07-08,,
Gabeecho,11695472,Oxfam International,Oxfam,25109,31-12-07,,
Gabeecho,17899109,Gates Foundation,gatesfoundation,11043,05-12-08,,
Gabeecho,13787352,NPR Health News,NPRHealth,11717,22-02-08,,
Gabeecho,42651647,HarvardPublicHealth,HarvardChanSPH,12800,26-05-09,,
Gabeecho,25950355,NEJM,NEJM,7036,23-03-09,,
Gabeecho,5392522,NPR,NPR,84677,22-04-07,,
Gabeecho,34889448,The Global Fund,GlobalFund,3139,24-04-09,,
Gabeecho,27830610,World Food Programme,WFP,18877,31-03-09,,
Gabeecho,115401097,TBVI,TBVI_EU,3366,18-02-10,,
Gabeecho,15134240,NIH,NIH,5254,16-06-08,,
Gabeecho,435950904,MSF_TB,msf_tb,345,13-12-11,,
Gabeecho,214814928,The Union,TheUnion_TBLH,2842,12-11-10,,
Gabeecho,56674715,Global TB/HIV ,HIVTB,1275,14-07-09,,
Gabeecho,95938895,TB Alliance,TBAlliance,2039,10-12-09,,
Gabeecho,108875099,Stop TB Partnership,StopTB,3673,27-01-10,,
Gabeecho,717003570,Salmaan Keshavjee,s_keshavjee,103,26-07-12,,
Gabeecho,1585957130,Deborah Dossick,DDossick,46,11-07-13,,
Gabeecho,583648901,Hani Taha,u_hani_taha,9999,18-05-12,,
Gabeecho,21733692,Wajahat Ali,WajahatAli,47621,24-02-09,,
Gabeecho,55300403,haroon moghul,hsmoghul,35173,09-07-09,,
Gabeecho,1587228948,A Fitzgerald-Husek,AlannaFitzHusek,75,12-07-13,,
Gabeecho,55296432,Winchester Bros,WinchesterBros,69782,09-07-09,,
Gabeecho,276890146,Naomi,naomiales,362,04-04-11,,
Gabeecho,91101958,Neeraja Nagarajan,dr_jaja,1984,19-11-09,,
Gabeecho,50005288,Davina Sharma,Davinaosharma,271,23-06-09,,
Gabeecho,1586012310,Fatima G. Shahzad,fgshahzad,219,11-07-13,,
Gabeecho,1585780206,Shailvi Gupta,ShogunGS,853,11-07-13,,
Gabeecho,1586393540,Kate Hayman,hayman_kate,742,11-07-13,,
Gabeecho,301935127,anju ranjit,anjuranjit,382,20-05-11,,
Gabeecho,27879672,Mehreen Iqbal,mehreeniqbal,179,31-03-09,,
Gabeecho,24562111,Fatima G. Shahzad,shahzadii,14823,15-03-09,,
Gabeecho,837924115,Meesha Sharma,sharma_meesha,101,21-09-12,,
Gabeecho,137370814,Cassandra Mickish,cmickish,63,26-04-10,,
Gabeecho,17095866,Dr. Alain B Labrique,alabriqu,3341,01-11-08,,
